Title,Date,Excerpt,Rakuten_Title,Rakuten_Description,Rakuten_Count,UnitedAirlines_Title,UnitedAirlines_Description,UnitedAirlines_Count,Chase_Title,Chase_Description,Chase_Count,KaiserPermanente_Title,KaiserPermanente_Description,KaiserPermanente_Count,Adobe_Title,Adobe_Description,Adobe_Count,Powered_By,Presented_By,Sponsors_List,Major_Sponsor,Other_Sponsor
Warriors and Confirmed360 Announce MVP Experience,2022-11-17 16:50:00,"The 2022 NBA Champion Golden State Warriors today announced a partnership with Confirmed360, an elite curator of coveted experiences and unparalleled access to live events and entertainment, to bring fans the ultimate MVP Experience.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Ryan Rollins and James Wiseman to Santa Cruz,2022-11-15 20:39:17,"The Warriors have assigned guard Ryan Rollins and center James Wiseman to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Stephen Curry Named Western Conference Player of the Week | Nov. 7-13, 2022",2022-11-14 20:30:00,"Golden State Warriors guard Stephen Curry has been named the Week 4 Western Conference Player of the Week, the NBA announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Santa Cruz Warriors Take on Cleveland Charge at Chase Center on Saturday, March 4",2022-11-11 18:00:00,"The 2022 NBA Champion Golden State Warriors announced today that the Santa Cruz Warriors will host a home game against the Cleveland Charge at Chase Center on Saturday, March 4, 2023.",False,False,0,False,False,0,True,True,2,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Unveil 2022-23 Nike NBA City Edition Uniform; Launch ‘Empowered, Presented by Rakuten’ Campaign",2022-11-10 15:06:57,"The 2022 NBA Champion Golden State Warriors have unveiled the team’s 2022-23 Nike NBA City Edition uniform, designed by Bay Area artist Allison Hueman.",True,False,1,False,False,0,False,False,0,False,False,0,False,False,0,False,True,['Rakuten’ Campaign'],[],['Rakuten’ Campaign']
Warriors & NBC Sports Bay Area Announce “Run TMC” Takeover,2022-11-09 19:46:00,"The Golden State Warriors &amp; NBC Sports Bay Area announced that the the Warriors’ Hall of Fame trio of Tim Hardaway, Mitch Richmond and Chris Mullin will broadcast the Warriors’ game against the San Antonio Spurs on Monday, November 14.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Patrick Baldwin Jr. and Ryan Rollins to Santa Cruz,2022-11-07 00:01:00,"The 2022 NBA Champion Golden State Warriors have assigned forward Patrick Baldwin Jr. and guard Ryan Rollins to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Donte DiVincenzo Injury Update – 11/1/22,2022-11-01 15:15:00,"Warriors guard Donte DiVincenzo, who suffered a strained left hamstring on October 23 vs. Sacramento and has missed the team’s last four games, was re-evaluated yesterday in the Bay Area.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Exercise Options on Kuminga, Moody and Wiseman",2022-10-31 19:46:54,"The 2022 NBA Champion Golden State Warriors have exercised the third-year options on forward Jonathan Kuminga, guard Moses Moody and the fourth-year option on center James Wiseman, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Recall Patrick Baldwin Jr. and Ryan Rollins From Santa Cruz,2022-10-27 15:43:00,"The 2022 NBA Champion Golden State Warriors have recalled forward Patrick Baldwin Jr. and guard Ryan Rollins from the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Assign Patrick Baldwin Jr. and Ryan Rollins to Santa Cruz,2022-10-24 05:19:25,"The 2022 NBA Champion Golden State Warriors have assigned forward Patrick Baldwin Jr. and guard Ryan Rollins to the team’s G League affiliate, the Santa Cruz Warriors.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Unveil 2021-22 NBA Championship Rings During Champions Ring Night, Presented by Chase Freedom",2022-10-19 02:40:12,"The 2022 NBA Champion Golden State Warriors received their 2021-22 NBA Championship rings during a special pregame ceremony tonight, October 18, during Champions Ring Night, presented by Chase Freedom. NBA Commissioner Adam Silver, along with Warriors co-executive chairmen Joe Lacob and Peter Guber, presented last season’s players with diamond-clad rings crafted by Jason of Beverly Hills.",False,False,0,False,False,0,True,True,2,False,False,0,False,False,0,False,True,"['Chase Freedom', 'Chase Freedom']",[],"['Chase Freedom', 'Chase Freedom']"
Warriors Opening Night: What To Look Forward To,2022-10-17 18:36:53,"The 2022 NBA Champion Golden State Warriors are encouraging fans to arrive early for Champions Ring Night, presented by Chase Freedom, to view the team’s pregame championship celebration prior to their matchup against the Los Angeles Lakers on Tuesday, October 18, at 7 p.m.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,True,['Chase Freedom'],[],['Chase Freedom']
Golden State Warriors and DoorDash Announce Multi-Year Partnership,2022-10-17 13:08:00,"The 2022 NBA Champion Golden State Warriors today announced a dynamic, multi-year partnership with DoorDash.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Jordan Poole to Multi-Year Contract Extension,2022-10-16 18:00:00,"The 2022 NBA Champion Golden State Warriors have signed guard Jordan Poole to a multi-year contract extension, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Andrew Wiggins to Multi-Year Contract Extension,2022-10-15 23:43:00,"The 2022 NBA Champion Golden State Warriors have signed forward Andrew Wiggins to a multi-year contract extension, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Convert Ty Jerome and Anthony Lamb to Two-Way Contracts,2022-10-15 06:42:00,"The 2022 NBA Champion Golden State Warriors have converted guards Ty Jerome and Anthony Lamb to two-way contracts, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Waive Jerome Robinson and Pat Spencer,2022-10-15 06:26:00,"The 2022 NBA Champion Golden State Warriors have waived guards Jerome Robinson and Pat Spencer, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Encourage Fans to Arrive Early for Pregame Championship Celebration,2022-10-14 17:45:00,"The 2022 NBA Champion Golden State Warriors are encouraging fans to arrive early for Champions Ring Night, presented by Chase Freedom, to view the team’s pregame championship celebration prior to their matchup against the Los Angeles Lakers on Tuesday, October 18, at 7 p.m.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,True,['Chase Freedom'],[],['Chase Freedom']
Warriors Waive Lester Quinones and Quinndary Weatherspoon,2022-10-13 17:09:00,"The 2022 NBA Champion Golden State Warriors have waived two-way guards Lester Quinones and Quinndary Weatherspoon, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2022-23 Television & Radio Broadcast Schedules,2022-10-08 23:06:00,"For the 14th straight season, every regular season Golden State Warriors game will be available on television and radio, the team announced today. ",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Anthony Lamb to Contract,2022-10-05 19:15:00,"The 2022 NBA Champion Golden State Warriors have signed forward Anthony Lamb, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Ty Jerome to Contract,2022-10-04 18:30:00,"The 2022 NBA Champion Golden State Warriors have signed guard Ty Jerome, it was announced today. Per team policy, terms of the agreement were not released.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Golden State Warriors and Chase Center Elevate Immersive Fan Experiences With Aruba Wi-Fi 6E,2022-10-04 12:03:00,"The 2022 NBA Champion Golden State Warriors and Aruba, a Hewlett Packard Enterprise company (NYSE: HPE), today announced that as part of its commitment to providing modern, immersive experiences for fans and guests, Aruba Wi-Fi 6E access points (APs) have been deployed at Chase Center.",False,False,0,False,False,0,True,True,2,False,False,0,False,False,0,False,False,[],[],[]
Warriors Waive Mac McClung and Trevion Williams,2022-10-03 20:00:00,"The 2022 NBA Champion Golden State Warriors have waived guard Mac McClung and forward Trevion Williams, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Announce Roster for 2022-23 Training Camp, Fueled by Gatorade",2022-09-26 22:21:48,"The 2022 NBA Champion Golden State Warriors have announced their training camp roster ahead of the team’s 2022-23 Training Camp, fueled by Gatorade, set to begin Saturday at Chase Center.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Guard/Forward Andre Iguodala to Return for 19th NBA Season,2022-09-26 20:19:00,"The 2022 NBA Champion Golden State Warriors have signed guard/forward Andre Iguodala to a contract, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2022-23 Promotional Schedule,2022-09-23 17:00:00,"The 2022 NBA Champion Golden State Warriors today announced the team’s promotional schedule for the 2022-23 NBA season, including bobblehead and Championship-themed giveaways as well as heritage nights.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Waive Dusty Hannahs,2022-09-22 17:19:00,"The 2022 NBA Champion Golden State Warriors have waived guard Dusty Hannahs, it was announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Dusty Hannahs to Contract,2022-09-21 19:31:00,"The 2022 NBA Champion Golden State Warriors have signed guard Dusty Hannahs, it was announced today. Per team policy, terms of the agreements were not released.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors & 95.7 The Game Announce Multi-Year Contract Extension,2022-09-21 18:55:00,"The 2022 NBA Champion Golden State Warriors have signed a multi-year contract extension with their flagship radio station, 95.7 The Game (KGMZ-FM), it was announced today. The partnership began prior to the 2016-17 season and has included four NBA Finals appearances and three NBA titles. The upcoming 2022-23 campaign will mark Golden State’s seventh season on 95.7 The Game.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Single-Game Tickets for the 2022-23 NBA Season Available Tomorrow During Exclusive Presale Events,2022-09-12 20:00:00,"The 2022 NBA Champion Golden State Warriors announced today that single-game tickets for the 2022-23 NBA season will go on sale beginning tomorrow, Tuesday, September 13, with exclusive presale events before becoming available to the general public on Thursday, September 15.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Former Warriors Guard Tim Hardaway & Head Coach George Karl Enshrined Into Naismith Memorial Basketball Hall of Fame,2022-09-11 04:05:00,"Former Warriors guard Tim Hardaway and Head Coach George Karl were enshrined into the Naismith Memorial Basketball Hall of Fame in Springfield, Mass., today, while former Philadelphia Warriors player Larry Costello was enshrined from the Contributor Committee. The trio gives the Warriors a total of 30 former players and head coaches who spent time with the franchise prior to their enshrinement into the Hall of Fame.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce Basketball Operations Promotions & Additions,2022-09-09 17:00:00,The 2022 NBA Champion Golden State Warriors have announced promotions and additions within the team’s basketball operations department.,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Guard Jerome Robinson,2022-09-08 23:06:00,,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Launch Mini-Plan Ticket Packages,2022-08-24 17:53:00,"The 2022 NBA Champion Golden State Warriors today announced that mini-plans for the upcoming 2022-23 NBA season will be available beginning Saturday, August 27. Fans interested in purchasing various 11-game mini-plans are encouraged to RSVP to attend the ‘Mini-Plan Tip-Off’ event, which will be held at Chase Center on Saturday, August 27, from 10 a.m. to 2 p.m.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Promote Yoyo Chan to Senior Vice President, Government and Community Relations",2022-08-18 20:00:00,"The 2022 NBA Champion Golden State Warriors today announced that Yoyo Chan has been promoted to Senior Vice President, Government and Community Relations.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Breaking Down the Warriors 2022-23 Schedule,2022-08-17 19:33:03,Breaking Down the 2022-23 Warriors Schedule ,False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2022-23 Regular Season Schedule,2022-08-17 19:06:00,"The National Basketball Association announced today that the Golden State Warriors’ 2022-23 season, presented by Kaiser Permanente, will feature 30 national TV appearances on ABC, ESPN and TNT. The 2022 NBA Champion Warriors will receive their championship rings, in a special pregame ceremony, prior to the regular season opener at Chase Center versus the Los Angeles Lakers on Tuesday, October 18.",False,False,0,False,False,0,False,True,1,False,True,1,False,False,0,False,True,['Kaiser Permanente'],['Kaiser Permanente'],[]
Warriors Announce 2022-23 NBA Preseason Ticket Information,2022-08-10 17:45:00,"The 2022 NBA Champion Golden State Warriors announced today that single game tickets for the 2022-23 preseason games at Chase Center will go on sale tomorrow, August 11, with exclusive presale events before becoming available to the general public on Friday, August 12 at 2 p.m.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2022 Preseason Schedule,2022-08-10 17:35:00,"The 2022 NBA Champion Golden State Warriors will host three games at Chase Center as part of a five-game preseason slate to tip-off the 2022-23 season, it was announced today.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Sign Mac McClung, Pat Spencer and Trevion Williams to Contracts",2022-08-05 19:44:25,"The 2022 NBA Champion Golden State Warriors have signed guards Mac McClung and Pat Spencer and forward Trevion Williams, it was announced today. Per team policy, terms of the agreements were not released.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Free Agent Forward JaMychal Green,2022-08-01 18:00:37,"The 2022 NBA Champion Golden State Warriors have signed forward JaMychal Green to a contract, the team announced today. Per team policy, terms of the agreement were not released.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Statement on the Passing of Bill Russell,2022-07-31 19:48:00,"“Bill Russell, who spent many of his formative years in the Bay Area, was a true giant in the game of basketball, and more importantly, in the game of life. His championship resume, which included multiple State titles at McClymonds High School in Oakland, two NCAA championships at the University of San Francisco and a record 11 NBA titles with the Boston Celtics, might never be duplicated and solidifies his position as one of sports’ ultimate winners. But, while the accolades on the court were immense, it was his overall impact as a pioneer on multiple levels that will leave the greatest legacy from his iconic life and career.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Ryan Rollins,2022-07-28 23:07:00,"The 2022 NBA Champion Golden State Warriors have signed guard Ryan Rollins, the team announced today. Per team policy, terms of the agreements were not released.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Quinndary Weatherspoon to Two-Way Contract,2022-07-23 03:37:00,"The 2022 NBA Champion Golden State Warriors have signed guard Quinndary Weatherspoon to a two-way contract, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors at the ESPYs: Curry Hosts, Dubs Take Home Four Awards",2022-07-21 18:35:00,"Stephen Curry adds ESPY Awards show host to his ever-growing resume. For the very first time, the 2022 NBA Finals MVP took the mic to host the 29th annual ESPY Awards at the Dolby Theater in Los Angeles on Wednesday. Curry joined LeBron James as the only two NBA players to host the annual Excellence in Sports Performance Yearly awards show. In his opening monologue, the 2022 NBA champion dropped a number of sports jokes and references, poking fun at athletes including seven-time NFL champion Tom Brady and Boston Celtics’ forward Grant Williams.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Stephen Curry, Klay Thompson & the Warriors Receive 2022 ESPY Honors",2022-07-21 18:09:00,"The 2022 NBA Champion Golden State Warriors were honored with four ESPYs at the 2022 ESPY Awards ceremony in Los Angeles last night, including “Best Team” honors for the second time in franchise history (2017). Stephen Curry, who hosted the annual event, earned “Best NBA Player” and “Best Record-Breaking Performance” awards, while Klay Thompson earned “Best Comeback Athlete.” Last night marked the 29th year of the ESPYS, an event that helps raise awareness and funds for the V Foundation for Cancer Research, a charity that was founded by ESPN and the late basketball coach, Jim Valvano, at the first ESPYS in 1993.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Klay Thompson Grants NBA Dream In ESPN's ‘My Wish’ Series,2022-07-20 18:45:00,"Sometimes, dreams do come true. Together with the Make-A-Wish foundation, ESPN recently released their My Wish series, with Warriors’ very own Klay Thompson as one of the featured athletes in this year’s inspirational series. The My Wish series, airing on SportsCenter, features world class athletes, global superstars, and championship teams granting once in a lifetime experiences to children facing critical illness who have demonstrated strength and resilience despite difficult challenges.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Competes in Annual Golf Tournament in Lake Tahoe,2022-07-13 22:28:00,"The range is limitless for Stephen Curry, who participated in the 33rd annual American Century Championship celebrity golf tournament at Edgewood Golf Course in Lake Tahoe this past weekend.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
National Basketball Coaches Association Presents the 2022 Tex Winter Assistant Coach Lifetime Impact Award to NBA Coaching Lifer Ron Adams,2022-07-12 19:00:00,"Ron Adams, highly regarded and widely respected throughout the game for his defensive acumen and his player and shooter development success, is the recipient of the 2022 Tex Winter Assistant Coach Lifetime Impact Award, the National Basketball Coaches Association (NBCA) announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Re-Sign Kevon Looney,2022-07-10 20:00:00,"The 2022 NBA Champion Golden State Warriors have re-signed forward/center Kevon Looney , the team announced today. Per team policy, terms of the agreement were not released.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Free Agent Guard Donte DiVincenzo,2022-07-08 17:30:00,"The 2022 NBA Champion Golden State Warriors have signed guard Donte DiVincenzo (DEE-vin-chen-zo) to a contract, the team announced today. Per team policy, terms of the agreement were not released.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign 2022 First Round Draft Pick Patrick Baldwin Jr.,2022-07-07 01:05:00,"The Golden State Warriors have signed rookie guard/forward Patrick Baldwin Jr. to a contract, the team announced today. Per team policy, terms of the agreement were not released. The Warriors selected Baldwin Jr. with the 28th overall pick in the 2022 NBA Draft.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors Sign Lester Quinones to Two-Way Contract,2022-07-05 23:20:00,"The Golden State Warriors have signed guard Lester Quinones to a two-way contract, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Ryan Rollins Injury Update – 6/29/22,2022-06-29 19:08:00,"Warriors guard Ryan Rollins, who was selected with the #44 overall pick in last week’s NBA Draft, has a stress fracture of the fifth metatarsal in his right foot. The injury was detected during his on-boarding medical evaluation. He will be re-evaluated again at the end of Summer League in Las Vegas.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Announce 2022 California Classic Summer League Roster, Presented by Oracle",2022-06-29 18:33:00,"The Golden State Warriors announced the team’s 2022 California Classic Summer League roster, presented by Oracle. The Warriors California Classic entry will be led by Head Coach Seth Cooper.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,"['Oracle', 'Oracle']",[],"['Oracle', 'Oracle']"
Warriors Acquire Draft Rights To Ryan Rollins From Atlanta Hawks,2022-06-24 05:18:00,"The Golden State Warriors have acquired the draft rights to Ryan Rollins, the 44th overall selection in the second round of the 2022 NBA Draft, from the Atlanta Hawks in exchange for Tyrese Martin (the 51st overall selection) and cash considerations, the team announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"Warriors Select Patrick Baldwin Jr. (#28) & Gui Santos (#55) in 2022 NBA Draft, Presented by Oracle",2022-06-24 05:11:00,"The Golden State Warriors have selected guard/forward Patrick Baldwin Jr. with the 28th overall pick and Gui Santos with the 55th overall pick in the 2022 NBA Draft at Barclays Center in Brooklyn, New York.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,True,['Oracle'],[],['Oracle']
2022 Warriors Championship Parade,2022-06-21 22:30:00,"The Golden State Warriors and the City of San Francisco hosted a parade, presented by Rakuten, to honor the 2022 NBA Champion Golden State Warriors on Monday, June 20. The parade began on Market Street at Main Street and ended at Market and 8th Street. Fans cheered on the Dubs as the team rode busses, interacted with fans and gave entertaining interviews throughout the parade route. WATCH THE FULL PARADE",False,True,1,False,False,0,False,False,0,False,False,0,False,False,0,False,True,['Rakuten'],['Rakuten'],[]
Golden State Warriors Win 2022 NBA Championship,2022-06-17 06:34:59,"The Golden State Warriors have won the 2022 NBA Championship following tonight’s 103-90 victory over the Boston Celtics in Game 6 of the NBA Finals at TD Garden Arena in Boston, Mass. The Warriors join the Celtics and Los Angeles Lakers as the only NBA franchises to win seven-or-more titles MOST NBA CHAMPIONSHIPS",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
"2022 Warriors Championship Parade, presented by Rakuten, to be Held in San Francisco on Monday, June 20",2022-06-17 03:30:00,"The 2022 NBA Champion Golden State Warriors and the City of San Francisco will host a Championship Parade, presented by Rakuten, to honor the 2022 NBA Champion Golden State Warriors on Monday, June 20, beginning at 11:20 a.m. The parade will begin on Market Street at Main Street and will end at Market and 6th Street. The parade, which will be 1.04 miles in length, will conclude at approximately 2 p.m.",True,True,2,False,False,0,False,False,0,False,False,0,False,False,0,False,True,"['Rakuten', 'Rakuten']","['Rakuten', 'Rakuten']",[]
"Gary Payton II Receives NBA’s Seasonlong Bob Lanier Community Assist Award, Presented by Kaiser Permanente",2022-05-31 20:47:00,,False,False,0,False,False,0,False,False,0,True,False,1,False,False,0,False,True,['Kaiser Permanente'],['Kaiser Permanente'],[]
Warriors to Host Watch Parties Inside Chase Center for NBA Finals,2022-05-31 19:03:00,"The Golden State Warriors will host Warriors Watch Parties, presented by Chase, inside Chase Center for all road games during the NBA Finals including Game 3 (Wednesday, June 8), Game 4 (Friday, June 10), and the if-necessary Game 6 (Thursday, June 16). The Warriors will tip off the NBA Finals this Thursday, June 2, against the Boston Celtics. All NBA Finals games will be broadcasted on ABC.",False,False,0,False,False,0,True,True,3,False,False,0,False,False,0,False,True,['Chase'],['Chase'],[]
Warriors to Face Boston Celtics in 2022 NBA Finals,2022-05-30 03:16:00,"After completing their Western Conference Finals triumph over the Mavericks on Thursday , the Warriors are set to take on the Boston Celtics in the 2022 NBA Finals. Game 1 of the Championship series is set for Thursday at Chase Center at 6 p.m.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2022 NBA Finals Ticket On-Sale Information,2022-05-27 03:57:00,"The Golden State Warriors announced today that single game tickets for the team’s first three home games of the NBA Finals will go on sale Friday, May 27, with exclusive presale events before becoming available to the general public on Saturday, May 28, at 2 p.m. The Warriors, who advanced to the NBA Finals earlier tonight with a 4-1 series win over the Dallas Mavericks, will host Game 1 (Thursday, June 2) and Game 2 (Sunday, June 5) of the NBA Finals at Chase Center, in addition to the if-necessary Games 5 (Monday, June 13) and 7 (Sunday, June 19).",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Golden State Warriors Advance to 2022 NBA Finals,2022-05-27 03:42:00,"The Golden State Warriors earned a berth in the 2022 NBA Finals following tonight’s 120-110 victory over the Dallas Mavericks in Game 5 of the Western Conference Finals. The Warriors join the Boston Celtics, Chicago Bulls and Los Angeles Lakers as the only NBA franchises to appear in six NBA Finals in an eight-year span and became just the 12th franchise in the four-major North American sports to accomplish the feat, joining the National Football League’s Cleveland Browns, Green Bay Packers and New York Giants; Major League Baseball’s New York Yankees; and the National Hockey League’s Detroit Red Wings, Edmonton Oilers, Montreal Canadians and Toronto Maple Leafs.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Stephen Curry Named to 2021-22 All-NBA Second Team,2022-05-25 00:30:00,"Golden State Warriors guard Stephen Curry has been named to the 2021-22 All-NBA Second Team, the league announced today. It marks a franchise-record eighth All-NBA Team for Curry (First Team four times, Second Team three times and Third Team once).",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors and Rakuten Announce Partnership Renewal,2022-05-23 13:10:00,"The Golden State Warriors and Rakuten Group, Inc. have renewed their historic multi-year partnership, maintaining Rakuten’s status as official jersey badge partner of the Warriors. Over the last five seasons, the Warriors jersey badge has been a key contributor to the explosive growth of Rakuten’s U.S. consumer brand recognition derived from broadcast, digital and social media impressions. In the new extended term, Rakuten’s logo will continue to be featured as a badge on all Warriors uniforms as it has since 2017 when the Warriors welcomed Rakuten as their first-ever jersey badge partner.",True,True,6,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Draymond Green Named to 2021-22 NBA All-Defensive Second Team,2022-05-21 00:35:00,"Golden State Warriors forward Draymond Green has been named to the 2021-22 NBA All-Defensive Second Team, the league announced today.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Gary Payton II & Andre Iguodala Injury Updates – 5/20/22,2022-05-20 23:13:00,"Warriors guard Gary Payton II, who suffered a fracture in the left elbow in Game 2 of the Western Conference Semifinals vs. Memphis on May 3 and has missed the last five (5) games, is making good progress in his recovery process. He has started to do various light individual on-court activities and will be re-evaluated again in one (1) week.",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
Warriors to Host Fourth Annual California Classic Summer League at Chase Center,2022-05-16 17:00:00,"The Golden State Warriors will host the fourth annual California Classic at Chase Center on July 2-3, the team announced today. The Warriors, Los Angeles Lakers, Miami Heat and Sacramento Kings will compete in four games over the two-day event.",False,False,0,False,False,0,True,True,2,False,False,0,False,False,0,False,False,[],[],[]
Warriors to Face Dallas Mavericks in Western Conference Finals,2022-05-16 02:10:00,"After winning their Western Conference Semifinals series with the Grizzlies in six games (4-2), the Warriors will take on the Dallas Mavericks in the Western Conference Finals, which begins on Wednesday (6 p.m. PDT) at Chase Center.",False,False,0,False,False,0,False,True,1,False,False,0,False,False,0,False,False,[],[],[]
Warriors Announce 2022 Western Conference Finals Ticket On-Sale Information,2022-05-14 07:28:43,"The Golden State Warriors announced today that single game tickets for the team’s Western Conference Finals, presented by Kaiser Permanente, will go on sale tomorrow, Saturday, May 14, with exclusive presale events before becoming available to the general public on Sunday, May 15, at 10 a.m. The Warriors advanced to the Western Conference Finals after defeating the Memphis Grizzlies, 110-96, earlier tonight at Chase Center (4-2 series victory). The Warriors will match up with the winner of the Western Conference Semifinal between the Phoenix Suns and Dallas Mavericks.",False,False,0,False,False,0,False,True,1,False,True,1,False,False,0,False,True,['Kaiser Permanente'],['Kaiser Permanente'],[]
Warriors Advance To Western Conference Finals,2022-05-14 06:54:00,"The Golden State Warriors earned a berth in the Western Conference Finals following tonight’s 110-96 victory over the Memphis Grizzlies in Game 6 of the Western Conference Semifinals. The Warriors have advanced to the Conference Finals in six of the last eight seasons, marking the first time in 30 years a Western Conference team has accomplished the feat (the Los Angeles Lakers made nine Conference Finals appearances in a 10-year span from 1982-91).",False,False,0,False,False,0,False,False,0,False,False,0,False,False,0,False,False,[],[],[]
